购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2017款 1.5T 尊贵型,上海,2017年11月,13.99,5,5,4,5,5,3,3,5,上下班,自驾游,,,DM,,
2017款 1.5T 尊贵型,天津,2018年1月,13.72,5,5,5,5,5,5,5,5,上下班,自驾游,拉货,,DM,内饰不错 动力充沛,发动机 hev运动模式 声音有点吵
2017款 1.5T 尊贵型,扬州,2017年10月,13.99,4,5,4,4,4,4,4,4,上下班,购物,接送小孩,自驾游,DM,强劲的动力,没电时拖拉机的感觉
2017款 1.5T 尊贵型,武汉,2018年1月,13.5,4,5,5,5,5,5,4,5,上下班,自驾游,泡妞,,DM,提速！提速！提速！提速！提速！,猛加速踩刹车屏幕与按键中间有间隙异响主驾驶玻璃升降偶尔有不舒畅带异响
2017款 1.5T 尊贵型,珠海,2017年10月,13.99,4,5,5,5,4,4,4,5,上下班,自驾游,,,DM,纯电模式下的安静，混动下的跑车声与速度很爽！音响的音质很好，人声饱满。座椅舒适度和包裹度非常好。右前和后视摄像头像素还不错够用，新手司机来说很好用但是对我6年司机觉得有时候也认为很有用的。,外观看到后轮与轮眉间距有点大，可以跟前轮一样就好看多了。车身颜色只有白色无法选择了不像以往有得选。
2017款 1.5T 尊贵型,深圳,2017年12月,13.99,5,5,5,5,4,4,5,4,上下班,,,,DM,,
2017款 1.5T 尊贵型,天津,2018年1月,13.99,5,5,4,4,4,4,4,4,上下班,接送小孩,自驾游,购物,DM,满意的地方就是很平稳。油电切换的时候过度也不错，感觉不明显，除了开暖风的时候。对于我这样的新手来说，操作很简单，常用的功能几乎都掌握了。外观也很漂亮，网上有人吐槽尾灯丑，但我个人觉得挺特别的。大屏幕的中控看着很爽。驻车雷达和倒车影像帮了我大忙了，有几次倒车差点就碰上了，幸好及时停下来了。,我闺女想要红色的车，可是秦只有白色的，颜色太单一了吧。开暖风的时候发动机声音有点大。车身有点太长了。
2017款 1.5T 尊贵型,广州,2017年11月,13.8,4,5,5,5,3,2,5,5,上下班,自驾游,泡妞,赛车,DM,最满意就是动力啦，够足够狠，其次内饰也挺高大上，哈哈,最不满意就是外观了，加速这么牛逼的车，咋不设计好看点外观呢
2017款 1.5T 尊贵型,杭州,2018年1月,13.79,3,5,4,5,3,4,4,5,上下班,,,,DM,首先要说是城市起步的速度，真是非常的畅快，其次就是油耗，在这个价位秦的表现非常的不错。尤其是在有充电条件的前提下，这款车真是城市出行性价比之王，之气那也听朋友说国内新能源还是得选择比亚迪，看来还是没错的，销售顾问小尚还是挺仔细的。,目前没有发现什么部满意的，等待过了首保后的开车体验。
2017款 1.5T 尊贵型,景德镇,2017年12月,13.99,3,5,4,5,4,4,4,4,上下班,,,,DM,动力特别的充足。不知不觉速度就上去了。日常用电，公司的电。所以平常几乎用不到钱，实惠。中控，豪华皮质座椅，12.8大屏。没话说。飞机档位。绝杀。尾部灯，帅气。号牌，弄到了好的号码牌,续航里程希望能更长点。底盘低。充电时间长。车内空间小。发动机声音大。
2017款 1.5T 尊贵型,深圳,2018年1月,13.99,4,5,3,5,4,4,4,4,上下班,自驾游,,,DM,动力和油耗,大屏确实不错，奈何运行内存太低，装个云音乐听歌总是闪退，一首歌都唱不完就退几次
2017款 1.5T 尊贵型,杭州,2018年1月,13.99,5,5,5,5,5,4,5,5,上下班,自驾游,跑长途,泡妞,DM,整车动力，在城市道路几乎没有什么对手！西湖店销售顾问尚浩龙，服务热情，也很专业！,暂时没有其它不满意的地方
2017款 1.5T 尊贵型,天津,2017年12月,14.0,5,5,5,5,5,5,5,5,上下班,,,,DM,动力强，油耗低，静音，配置好！,要是全景摄像头就好了！
2017款 1.5T 尊贵型,株洲,2017年12月,13.6,4,5,5,5,3,5,5,5,上下班,,,,DM,,
2017款 1.5T 尊贵型,武汉,2017年11月,13.99,5,5,5,3,5,5,5,5,上下班,,,,DM,最满意肯定是提速啦，本来也是看提速不错才决定买的。,车子电量在5%以下的时候车子会很响，没有备胎。
2017款 1.5T 尊贵型,深圳,2017年8月,13.4,5,5,5,5,5,5,5,5,上下班,自驾游,,,DM,,
2017款 1.5T 尊贵型,天津,2017年10月,14.0,5,5,5,5,5,5,5,5,上下班,自驾游,,,DM,,
2017款 1.5T 尊贵型,深圳,2017年11月,14.0,5,5,5,5,5,5,5,5,上下班,,,,DM,显示屏很大很方便，动力不错，动力不错，起步快，各方面都很不错，喜欢这车的外观及智能这块,车漆好像有点脆弱，动力不错，起步快，各方面都很不错，喜欢这车的外观及智能这块
2017款 1.5T 尊贵型,杭州,2017年9月,18.59,5,5,5,5,5,3,5,5,跑长途,,,,DM,还好很满意,后背箱太小
2017款 1.5T 尊贵型,杭州,2017年9月,13.99,5,5,5,5,5,4,5,5,上下班,,,,DM,,
2017款 1.5T 尊贵型,绵阳,2017年9月,13.89,4,5,5,4,4,4,4,5,上下班,,,,DM,提速了嘛，不是盖的，现在开的速锐，差太多，然后就是纯电行驶非常安静,主要媳妇在开，所以不太清楚，后坐中间凸起
2017款 1.5T 尊贵型,天津,2017年9月,13.99,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,现在来看，除了头灯，其他都挺好。,头灯，卤素的，还而且左右灯不齐。
2017款 1.5T 尊贵型,深圳,2017年8月,13.99,5,5,5,5,5,5,5,5,上下班,自驾游,,,DM,科技感前，12.8大屏导航很方便；上下班是用电或者油电混合省钱。使用将近一个月才评论，给选车朋友做参考??,隔音不是很好，但在同价位算不错的了！
2017款 1.5T 尊贵型,南充,2017年8月,16.0,5,5,5,5,4,5,5,5,上下班,跑长途,,,DM,用电没有什么声音太爽了，很有，科技感，太安静了，,都好没有什么不满意的，就是外观有点像比亚迪速锐，车在大一点就好了
2017款 1.5T 尊贵型,杭州,2017年8月,13.99,5,5,4,5,5,3,5,5,上下班,,,,DM,,
2017款 1.5T 尊贵型,深圳,2017年8月,13.99,4,5,4,4,4,2,5,4,上下班,自驾游,,,DM,满意的是内饰和屏幕，carpad功能很齐全，安卓系统就跟手机差不多，别人坐上来的时候还是比较惊艳的——这破车的内饰居然这么有档次,外观，噪音，天窗，座椅
2017款 1.5T 尊贵型,固原,2017年7月,18.59,5,5,5,5,5,5,5,4,上下班,购物,接送小孩,赛车,DM,车子的空间非常大，我们一家总共五口人坐在里面一点都不会觉得挤，车非常好开，在市区驾驶还是挺灵活的，超车很轻松，变道也很容易。,车子给人的感觉整体还是挺好的，开的时间不长，到目前为止还都挺满意的。
2017款 1.5T 尊贵型,青岛,2017年8月,13.99,5,5,5,5,5,5,5,4,上下班,,,,DM,纯电续航。个人意见，不喜勿喷,遥控驾驶钥匙没了，安全气囊少了。行车记录仪得自己加。个人意见不喜勿喷。用车20天，恶倒车影像不显示了。不知道什么原因。4s让进店检测，安卓系统恢复出厂设置就好了。
2017款 1.5T 尊贵型,上海,2018年9月,13.99,4,5,5,5,5,5,5,5,上下班,自驾游,,,DM,经济实用，用车成本低，外观好看，配置丰富，动力强劲，还送新能源牌照，综合性价比没的说,车子用到现在，总结一下有两点不满意：1没有备胎，我想这也是广大车主集体吐槽的一点，主要是开长途或者高速时还是比较担心的；2十几万的车子也不便宜了，主驾驶座椅竟然还是手动调节的
2017款 1.5T 尊贵型,上海,2018年8月,13.99,4,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,最满意的无非就是车子省油了，能耗和动力方面都让我甚是满意，话说情人眼里出西施，所以喜欢一辆车，眼里都充满着优点。第一次买电动车，静音方面做的也让我挺意外的，行驶中车内基本上没有噪音，生活在喧嚣的魔都，关起车窗，配上悠扬的音乐，给上班的路上带来了一丝静谧，喜欢秦爱上秦，有秦生活更美好！,如果非要说不满意的，那就小小吐槽一下秦没有备胎吧！估计这一点应该是秦车主们的共鸣吧！
2017款 1.5T 尊贵型,乐山,2017年12月,13.99,5,5,5,5,5,5,5,5,上下班,自驾游,,,DM,最牛B的是遥控驾驶，出门在外停车老大难的问题，停车位找到了但是两边停的车太靠近了停进去打不开门，有了遥控钥匙在也不用担心停车开不到门的问题了,其实就是这c柱一直没变，前脸和后尾不对称，还有就是尾灯，是弯弓形不协调。
2017款 1.5T 尊贵型,上海,2017年12月,13.99,4,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,要说买车时最满意那肯定是性价比，用了这么久再让我说，就是问题不多，印象里好像就两次，一次是我的车载导航有段时间异常，如果偏出原设的线路，马上显示偏离行车线路，并表示缺少数据。死机！有时要退出，再启功，又重新规划路线，一旦偏离，又死机。去店里进行调整，好了。如偏离5O米左右，又会计算出新路线，继续导航。另外一次跑的好好的，忽然就....报警，胎压还显示，就是报警，又跑了几公里自己又好了；车子问题不多，肯定是我满意之处，人无完人，有点遗憾才美好嘛,
2017款 1.5T 尊贵型,上海,2018年6月,14.29,5,4,5,5,5,4,5,5,上下班,接送小孩,自驾游,,DM,内饰做工比较精细，比老款的秦有了很大的提升，中控大屏质感不错，实际操作起来运行也很顺畅，5.9S的百公里加速依旧给力,外观造型，特别是尾灯，说实话蛮土气的，配置方面比老款秦少了好多实用性的配置，如360度全景影像，行车记录仪，电动座椅调节等，有些虽然后期可以加装，总感觉没有原厂自带的好，况且还有几个实用的配置后期都没有办法加装
2017款 1.5T 尊贵型,石家庄,2018年1月,13.99,4,5,5,5,4,5,4,5,上下班,购物,自驾游,,DM,对秦这款车来说最满意的当然要说动力了，提速快，一个人开的话特别爽，尤其赶时间的时候超车比较轻松。内饰显得很有质感，高大上。,还没有什么太不满意的地方。座椅有点偏低，有点不舒服，调太高了显点顶头，估计是底盘上电池的缘故。
2017款 1.5T 尊贵型,绥化,2018年6月,14.29,5,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,加速五秒九，瞬间起步破百。,跑不上八十公里，而且缺电的时候用油噪音太大了。
2017款 1.5T 尊贵型,哈尔滨,2017年11月,13.99,5,5,4,5,5,3,5,5,上下班,,,,DM,提到满意说心里话，刚把车提回来前一个月内有一些后悔了！后来通过车友朋友探讨，还有我自己学习在各大汽车网络平台寒窗苦读之后！是越来越满意了最满意的地方就是经济燃油消耗方面！只要我不跑长途的话都不用去加油站，我每天上班下班用的都是纯电模式，纯电能跑80麦左右特别省点，在往上跑也行大概能开到160麦但是那样的话就不经济了特别费电，对电量消耗有点快，个人建议别激烈驾驶是非常省电的，和燃油车一样不耽误事，我基本上两三天一冲电，一个月至少给我省750块钱，但是电费每次冲完电大概用十六七度电左右，也就六七块钱，一个月下来也就一百块钱电钱左右 真心满意。我还要说一下用纯电开特别安静而却特别舒服在车里听音乐打电话聊天就感觉很轻松！很满意,
2017款 1.5T 尊贵型,哈尔滨,2018年4月,13.99,5,5,5,5,5,5,5,5,上下班,自驾游,赛车,,DM,颜值高可以说在轿车里面算是一枚帅哥了，百公里加速够快5.9秒，想怎么开就怎么开，重点说一下还可以放电，有一次跟朋友出去玩，用车放电做火锅，把朋友们羡慕坏了。哈哈,没有备胎，有一些泥泞的山路不怎么敢开，不过好在这种路面比较少见。
2017款 1.5T 尊贵型,天津,2017年12月,13.99,4,5,5,3,4,5,5,4,上下班,购物,自驾游,,DM,每当在小区里面下车后拿着钥匙操作汽车停到一堆车中间的时候，周围的邻居都惊呆啦~给朋友看的时候，他们也惊呆啦，方向盘在自己转，天啊···太酷了！！！要空间驾驶还有后方雷达防撞功能，车后方有人，遥控驾驶会自动停车，非常安全。还有提速，绿灯一亮，我周围就空啦~只能从后视镜看见其他的车啦~,
2017款 1.5T 尊贵型,深圳,2018年3月,13.3,4,5,4,2,3,4,4,4,上下班,,,,DM,最满意就是内饰了，大屏幕**满满，朋友坐都感觉超赞的！其次就是加速，在路上随便超车，动力杠杠的！平常随时在车上搜索歌又可以跟唱，超爽的！,不满意的地方就是发动机的抖动，在发动机运作时会有很明显的抖动，新车已经挺抖，不知几年会怎么样！大屏幕很赞，但里面的应用可以下载的很少，希望以后会改进！音响的音质一般！
2017款 1.5T 尊贵型,芜湖,2018年3月,13.99,5,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,这款车的油耗是我比较满意的，平时在市区驾驶比较多的话后期可以省下不少钱。整体的空间利用率非常好，后排空间比较宽敞，我身高173坐到挺宽敞的。,这款车的底盘不够舒适，过减速带的时候颠簸感还是比较明显的。噪音也比较大，速度超过80之后就会感觉明显的噪音。
2017款 1.5T 尊贵型,镇江,2018年2月,13.99,4,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,外观方面不错，而且这款车非常省油，平时在市区驾驶油耗只有三四个，即使遇到堵车的情况也不用担心油耗会过高。,我看过几款新能源车型，秦这款车的空间不算大，我身高183坐在前排还可以，坐在后排就会感觉有些压抑。
