购买车型,购买地点,购买经销商,购买时间,购买裸车价,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,口碑
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?宝安,深圳金环怡,2016年4月,13.50?万元                                补贴后,4,5,5,5,4,5,5,5,上下班,,,,【最满意的一点】最满意的当然是动力啦，超车完全没问题。还有超级高的配置，真是让人欲罢不能，担心以后换车怎么办。最近发现另外一个非常有意思的功能，就是原车带DTS DVD 5.1声道，买了几张DTS CD，那感受真不一样，超配置了，才感受到原来开车还能听演唱会。【最不满意的一点】车灯太暗（附图），花了1.6K换了车灯（附图），连续减速带中控有塑料撞...
秦                        2015款 1.5T 双冠旗舰Plus版,上海 ?,上海彤新汽车,2015年10月,15.83?万元,3,5,5,5,3,4,4,5,上下班,,,,【最满意的一点】性价比很高动力非常充沛 配置超高 以及超低的用车成本，纯电行驶的用车成本基本上也就跟燃油车的保养费差不多【最不满意的一点】使用两年，平时车身异响等小毛病就不说了，在此我说一说这两年碰到的比较大的问题：1.前后换过3次电瓶（共计1套10块电池，第一次换了6号7号8号三块电池，第二次换了10号一块电池，第三次换了剩下的6块电池，每次换电瓶都要去3次，前后去了9次4S店，可把我给折腾的，好在现在比亚迪电池出问题就整套电池组更换，如果是现在就没有换3次的事情了，这点也说明比亚迪在成长）2.左右两根传动半轴更换（行驶大约2.5万公里的时候发现车子在方向打死行驶的情况下底盘有较大异响，进店检查怀疑是半轴问题，给厂家打报告订货，大约一周后到货进店更换，先换了一个，发现异响...
秦                        2015款 1.5T 双冠旗舰Plus版,天津 ?,盛世开元天津空港店,2017年8月,13.50?万元                                补贴后,5,5,4,5,5,4,5,5,上下班,接送小孩,自驾游,,【最满意的一点】要说最满意，还是说，省油吧，毕竟可以纯电跑，另外加速快，可以偶尔装逼一下。作为上下班的工具，确实立下了汗马功劳。【最不满意的一点】不满意的一点是前几天发现了，右前轮的遮泥板固定螺丝竟然没了，也不知是，刚开始就没有，还是自己弄掉了，哎，有点小心凉，现在重新固定了一下。【空间】本人1米8，然后平时就是老婆和孩子坐车，空间呢，很足。同事也是1米8，经常拼我车上班，坐在前排，丝毫无压力。一五款秦的空间还是挺给力的。储物空间：储物空间，对于一五款的秦来说就是一个笑话，哎，真是可怜之极！不过呢，对于经常上下班来说，还是没有什么问题的，当然目前还没有经历过自驾游这种刚性考验。不过，也不抱什么想法了。【动力】比亚迪秦15的动力还是可以，毕竟有双模式动力，1.5...
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?,深圳三维都灵,2015年6月,15.00?万元,4,5,5,5,5,5,5,5,上下班,购物,,,【最满意的一点】 很省电，用车的费用很低很低很低！重要的事情说三次，费用真的很低！开了600km的纯电，1Km的费用不到1毛！我的电费是0.568元/度。还有这车配置真的很高很高，买来都不需要加装其他配置，该有的都有了，其他车没有的也是标配。车买回来就开了1000km的高速，车子高速很稳，一点也不飘，跑到了140手放开方向盘都没事（不要学我！这样不安全）。...
秦                        2015款 1.5T 双冠旗舰Plus版,重庆 ?,2016年9月,14.98?万元,4.2?升/百公里7800?公里,5,4,5,4,3,4,5,4,上下班,,,,【最满意的一点】最满意的就是短途不用烧油，而且乘坐空间也比较满意。【最不满意的一点】最最不满意的地方还是行驶中的顿挫感，特别是混动模式低速行驶下，很难控制，根本没有宣传的双离合那样好，如果用AT我觉得秦也能达到节能的目的，而且舒适性比双离合好得多，如果比亚迪的工程师能把双离合控制软件优化好，那也成，但是市面上的双离合车型，都有低速顿挫的通病。希望工程师们多多努力，不要让迪粉们失望。【空间】空间对于紧凑型车来说比较满意，前面后面都很宽敞，唯一不足的就是后备箱稍微小了点，但是勉强够用了。个人感觉对后备箱也没有太多要求。【动力】动力强，随点随到，推背感很强，但是电量低于5%那个滋味就不大好受了。【操控】作为新能源，可能设计之初就是为了用电，操控中规中矩，混动运动...
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?宝安,东盛比亚迪店,2015年4月,15.30?万元,3,5,5,5,5,4,5,5,上下班,自驾游,商务接送,,【最满意的一点】先声明，本人实用主义者，有一说一，最近闲来无事，写写用车感受； 纯电模式安静、舒服；操控很不错；科技感十足；全车雷达视频B格高，实用；车内装饰还不错； 8万公里车辆状况不错，空调压缩机3万公里时开的时候很响，4S店直接换了一个新的；其他的就是中控显示屏死过两次机，到4S店去刷新了就正常了；大灯换过两次灯泡；其他没出过什么问题【最不满意的一点】尾箱太小！没电的情况下确实是折磨人；【空间】前面空间不错，乘坐舒适； 尾箱是硬伤，一个大点的童车都放不下乘坐空间：本人身高175，前后排的乘坐空间是足够的，前排的都是电动座位，车上坐过200斤胖子，问题不大；储物空间：车内的储物空间不少，手套箱空间比较大，车门上可以放三瓶水，太阳眼镜位置都有考虑，放小东西的地方...
秦                        2015款 1.5T 双冠旗舰版,深圳 ?福田,深圳盛世开元比亚迪,2017年7月,12.80?万元                                补贴后,3,4,4,4,4,3,4,2,上下班,接送小孩,自驾游,,【最满意的一点】电子化程度高，强烈的科技感，做工厚道；特别喜欢电子手刹，电子手刹更安全、更实用。【最不满意的一点】最不满意的就是比亚迪胡乱定价，严重损害先买车主的感情，虽然总体对这台车基本算满意，但是不会推荐朋友购买，而且第二台车也不会考虑比亚迪。【空间】家里人没有大胖子，所有乘坐空间没问题，足够了，中短距离出游应该乘坐的人不至于太累。 后备箱真够小，真的非常小，我有点怀疑儿童座椅如果想放后备箱能不能放的进去，行李箱的话，应该最大放24寸的行李箱，26寸或者28寸的就放不进去了，但是可能未来也不会有太多机会将后备箱塞满吧。【动力】动力足，特别在有电的时候。电驱动的原因吧，加速时候可以感受到明显的推背感，变道、超车短时间内完成，不会拖泥带水。红绿灯起步，我都出去好几...
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?,2016年3月,15.70?万元,6.7?升/百公里63000?公里,2,5,3,4,3,4,3,3,商务接送,赛车,,,【最满意的一点】动力方面比较满意，300 综合马力 496综合扭矩，20万级别数据无敌。【最不满意的一点】乘坐空间不舒服，刹车脚位偏高，尾箱实用性极低，底盘调教一般。【空间】乘坐空间比较尴尬，主驾驶脚坑设计偏短，刹车脚位偏高，长时间堵车脚容易酸，副驾驶位脚坑同样有不舒服的感觉。尾箱容积小的可怜，只能放一个全尺寸行李箱和两个袋子储物空间：约等于没有的尾箱，车内储物较多，副驾驶位箱深度不错。【动力】300 综合马力 496综合扭矩，数据上20万无敌。加速表现：初段加速爆发很快，得益于电机特性，中段衰弱明显，发动机的输出区段较窄。基本上0-160可以媲美3.0自吸的加速。动力平顺性：变速箱调教羸弱，全车最大败笔之一，平顺度和DSG没有一点可比性，急加速换挡顿...
秦                        2015款 1.5T 双冠旗舰版,上海 ?浦东新区,汇羿汽车,2016年9月,15.30?万元,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,【最满意的一点】童鞋们，要说最满意，主要表现为四个方面:首先是提速，加速超快，每次红灯变绿灯都是第一个出去；其次是方向盘很轻，两个手指轻轻松松，但千万别这么试哦，我是用了夸张的手法；接下来是油耗，我现在平均24.88元/100公里^O^，为我可是节省了不少的银子，实际上应该还更省钱，因为陈老师都是每晚10点之后充电，错开用电高峰，也享受了国家的优惠！最后是纯用电时的噪音，真的是很舒服很舒服，用过才知道!【最不满意的一点】最不满意的就是电量不足时发动机的嘶吼声，再加就是顿挫感，应该是用动力给电池充电。还不如我小时候开我们家的农用三轮车，时风牌的，那是相当顺畅，剩下的不多说了，给大家留个悬念比较好。【空间】空间挺大，我穿上鞋170，差不多三等残废，各位看官莫笑，个小不能怨政府...
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?,2017年3月,13.48?万元                                补贴后,4.5?升/百公里1486?公里,4,4,5,5,4,3,5,4,购物,上下班,接送小孩,自驾游,【最满意的一点】配置丰富，真皮座椅，后排乘坐空间大，油电混合超级省油，用车成本低。【最不满意的一点】1、路面不平时，顶棚会有异响，这点特别烦人；2、后备箱空间实在是太小了，后排座椅又不能放倒，没有扩展性。日常使用倒没什么影响，但偶尔去接人，都得提前问问行李多不多，回趟老家也带不了太多东西，这就相当尴尬了。 3、电量过低的时候，低速行驶发动机也会介入，但是体验真的不敢恭维。表现在以下几个方面：. a.升档不积极，油门往往踩到车轰轰叫了，速度还是提不起来，低扭不足啊！ b.档位切换时，有明显的顿挫感，真的很明显。就像新手开手动档的那种感觉，谁让它用的是双离合呢，而且还是国产双离合，认了吧！ c.低速行驶时特别容易窜，也可能因为我是新手，对于油门还不太会掌控吧。【空间】前排腿部...
秦                        2015款 1.5T 双冠旗舰Plus版,深圳 ?,2015年12月,15.80?万元,7.5?升/百公里6?公里,3,4,2,4,3,4,5,5,商务接送,,,,【最满意的一点】动力充足推背感强，配置高。车身硬度高60迈正面碰撞【最不满意的一点】先说说行驶品质：行驶过凹凸不平的路面前悬挂有ge den 的异响，车身过弯则倾较大，有一次在挑战秦的过弯根限时60迈过半圈圆形高驾桥时，车身侧滑前轮响起了尖叫声，还好ESP介入了，但感觉介入时慢了零点几秒！方向指性非常模糊，过弯时打多也不是 打少也不是，要在弯中慢慢调节。秦有两个电池还有一个低压电池一键起动时用的）动力电池没电的时候，发动机会保持在较高的转速来起步声音也很撕裂，动力很唐突，油门轻踩不走踩深一点就冲出去，一档换二换的时候，就像手动档的车没松油门直接踩刹车快速的从一档硬挂上二档一样唐突的有点厉害！ 质量：这车以经把我抛在高速公路一次了，才知道它是两个电池的。在大年初五回深圳的高速公路上...
